YearMonth,Latitude,Longitude,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN
201512,41.644,-87.74000000000001,0.35,7.02,1.79,1.25,1.0,2.34
201513,41.644,-87.74000000000001,0.5,7.65,3.81,3.83,2.36,5.34
201601,41.644,-87.74000000000001,0.44,6.01,2.8,1.75,1.17,2.79
201602,41.644,-87.74000000000001,0.47,6.41,3.32,2.58,1.69,3.97
201603,41.644,-87.74000000000001,0.46,7.24,3.47,3.49,2.3,5.33
201604,41.644,-87.74000000000001,0.46,7.47,4.11,4.41,2.96,6.82
201605,41.644,-87.74000000000001,0.51,8.16,4.86,5.66,3.44,7.78
201606,41.644,-87.74000000000001,0.57,8.92,6.12,6.54,3.69,8.16
201607,41.644,-87.74000000000001,0.53,9.43,4.41,5.93,3.5,7.65
201608,41.644,-87.74000000000001,0.52,9.44,4.43,5.18,3.11,6.76
201609,41.644,-87.74000000000001,0.53,8.75,4.73,4.34,2.54,5.6
201610,41.644,-87.74000000000001,0.45,8.0,3.3,2.75,1.82,4.07
201611,41.644,-87.74000000000001,0.49,7.05,3.74,2.12,1.29,2.95
201612,41.644,-87.74000000000001,0.38,6.25,2.21,1.36,1.03,2.45
201613,41.644,-87.74000000000001,0.5,7.76,3.96,3.84,2.38,5.36
201701,41.644,-87.74000000000001,0.32,6.56,1.68,1.3,1.16,2.73
201702,41.644,-87.74000000000001,0.51,6.59,3.82,2.8,1.66,3.89
201703,41.644,-87.74000000000001,0.44,6.89,3.65,3.32,2.32,5.39
201704,41.644,-87.74000000000001,0.47,7.77,3.64,4.51,2.95,6.73
201705,41.644,-87.74000000000001,0.51,8.11,4.88,5.6,3.47,7.82
201706,41.644,-87.74000000000001,0.59,8.75,6.63,6.77,3.71,8.24
201707,41.644,-87.74000000000001,0.55,9.26,5.47,6.2,3.55,7.8
201708,41.644,-87.74000000000001,0.54,8.89,4.62,5.43,3.08,6.85
201709,41.644,-87.74000000000001,0.59,8.5,5.43,4.8,2.48,5.58
201710,41.644,-87.74000000000001,0.44,8.05,3.42,2.7,1.86,4.16
201711,41.644,-87.74000000000001,0.42,6.77,3.11,1.85,1.27,2.95
201712,41.644,-87.74000000000001,0.46,6.12,3.07,1.63,1.02,2.45
201713,41.644,-87.74000000000001,0.51,7.69,4.12,3.91,2.38,5.38
201801,41.644,-87.74000000000001,0.46,5.99,2.92,1.83,1.18,2.81
201802,41.644,-87.74000000000001,0.38,6.41,2.18,2.13,1.65,3.87
201803,41.644,-87.74000000000001,0.53,6.26,4.87,4.04,2.34,5.51
201804,41.644,-87.74000000000001,0.51,6.84,4.89,4.92,2.98,6.95
201805,41.644,-87.74000000000001,0.51,8.71,4.76,5.65,3.41,7.57
201806,41.644,-87.74000000000001,0.5,9.21,4.68,5.74,3.6,7.91
201807,41.644,-87.74000000000001,0.57,9.06,5.91,6.37,3.53,7.77
201808,41.644,-87.74000000000001,0.52,9.26,4.0,5.17,2.95,6.51
201809,41.644,-87.74000000000001,0.53,8.69,5.06,4.37,2.57,5.64
201810,41.644,-87.74000000000001,0.47,7.59,3.92,2.87,1.86,4.19
201811,41.644,-87.74000000000001,0.36,6.75,1.9,1.57,1.27,2.97
201812,41.644,-87.74000000000001,0.44,6.36,2.91,1.57,1.02,2.4
201813,41.644,-87.74000000000001,0.5,7.59,4.0,3.85,2.36,5.34
201901,41.644,-87.74000000000001,0.34,6.05,1.98,1.38,1.19,2.82
201902,41.644,-87.74000000000001,0.39,6.4,2.32,2.12,1.66,3.89
201903,41.644,-87.74000000000001,0.48,6.44,4.19,3.62,2.33,5.46
201904,41.644,-87.74000000000001,0.47,7.43,4.23,4.53,2.97,6.79
201905,41.644,-87.74000000000001,0.44,8.32,3.64,4.85,3.38,7.58
201906,41.644,-87.74000000000001,0.49,8.76,4.23,5.71,3.56,7.94
201907,41.644,-87.74000000000001,0.59,9.31,6.2,6.58,3.55,7.71
201908,41.644,-87.74000000000001,0.56,8.96,5.41,5.57,3.14,6.89
201909,41.644,-87.74000000000001,0.47,8.99,3.68,3.84,2.5,5.48
201910,41.644,-87.74000000000001,0.45,7.51,3.63,2.77,1.87,4.23
201911,41.644,-87.74000000000001,0.42,6.6,2.45,1.82,1.27,2.97
201912,41.644,-87.74000000000001,0.44,6.43,2.53,1.56,1.0,2.38
201913,41.644,-87.74000000000001,0.48,7.6,3.71,3.7,2.37,5.35
202001,41.644,-87.74000000000001,0.34,6.47,1.78,1.35,1.15,2.72
202002,41.644,-87.74000000000001,0.44,6.19,3.08,2.42,1.67,3.96
202003,41.644,-87.74000000000001,0.39,7.01,3.1,2.97,2.33,5.38
202004,41.644,-87.74000000000001,0.49,7.3,4.71,4.72,3.02,6.97
202005,41.644,-87.74000000000001,0.5,8.15,4.85,5.54,3.5,7.88
202006,41.644,-87.74000000000001,0.57,8.87,5.79,6.58,3.67,8.12
202007,41.644,-87.74000000000001,0.57,9.34,6.1,6.44,3.58,7.8
202008,41.644,-87.74000000000001,0.6,8.94,6.29,5.98,3.15,6.95
202009,41.644,-87.74000000000001,0.5,8.33,4.11,4.06,2.36,5.32
202010,41.644,-87.74000000000001,0.46,7.44,3.6,2.83,1.8,4.11
202011,41.644,-87.74000000000001,0.52,6.85,3.92,2.25,1.27,2.95
202012,41.644,-87.74000000000001,0.45,6.32,2.88,1.6,1.01,2.4
202013,41.644,-87.74000000000001,0.5,7.6,4.18,3.89,2.37,5.38
202101,41.644,-87.74000000000001,0.35,6.4,1.66,1.41,1.16,2.76
202102,41.644,-87.74000000000001,0.46,5.83,2.81,2.55,1.72,4.07
202103,41.644,-87.74000000000001,0.53,6.72,4.79,4.04,2.33,5.45
202104,41.644,-87.74000000000001,0.51,7.39,4.91,4.92,2.98,6.86
202105,41.644,-87.74000000000001,0.49,8.14,4.4,5.42,3.44,7.78
202106,41.644,-87.74000000000001,0.52,9.17,5.11,6.01,3.61,7.94
202107,41.644,-87.74000000000001,0.48,9.31,3.63,5.42,3.22,7.18
202108,41.644,-87.74000000000001,0.57,9.33,5.14,5.66,3.02,6.63
202109,41.644,-87.74000000000001,0.56,8.48,5.37,4.61,2.47,5.51
202110,41.644,-87.74000000000001,0.41,8.11,2.87,2.47,1.81,4.05
202111,41.644,-87.74000000000001,0.47,6.55,3.22,2.03,1.27,2.95
202112,41.644,-87.74000000000001,0.44,6.53,2.68,1.55,1.0,2.34
202113,41.644,-87.74000000000001,0.5,7.66,3.88,3.84,2.34,5.29
202201,41.644,-87.74000000000001,0.44,5.78,2.68,1.77,1.19,2.87
202202,41.644,-87.74000000000001,0.48,6.15,3.25,2.68,1.71,4.01
202203,41.644,-87.74000000000001,0.46,6.83,3.73,3.51,2.33,5.42
202204,41.644,-87.74000000000001,0.43,7.46,3.54,4.13,2.96,6.83
202205,41.644,-87.74000000000001,0.47,8.44,3.95,5.12,3.4,7.61
202206,41.644,-87.74000000000001,0.58,8.72,6.87,6.7,3.72,8.24
202207,41.644,-87.74000000000001,0.52,9.15,5.32,5.89,3.56,7.79
202208,41.644,-87.74000000000001,0.53,9.06,5.3,5.35,3.15,6.91
202209,41.644,-87.74000000000001,0.54,8.43,4.92,4.38,2.55,5.67
202210,41.644,-87.74000000000001,0.56,7.25,5.17,3.43,1.89,4.3
202211,41.644,-87.74000000000001,0.5,6.7,3.95,2.18,1.29,3.0
202212,41.644,-87.74000000000001,0.35,6.41,1.67,1.24,0.99,2.36
202213,41.644,-87.74000000000001,0.5,7.53,4.2,3.87,2.39,5.42
202301,41.644,-87.74000000000001,0.32,6.76,1.49,1.3,1.15,2.71
202302,41.644,-87.74000000000001,0.5,6.27,4.09,2.77,1.65,3.91
202303,41.644,-87.74000000000001,0.44,6.68,3.31,3.31,2.3,5.39
202304,41.644,-87.74000000000001,0.51,7.27,4.78,4.92,3.01,6.94
202305,41.644,-87.74000000000001,0.56,7.97,5.58,6.1,3.4,7.73
202306,41.644,-87.74000000000001,0.55,8.69,5.18,6.3,3.42,7.75
202307,41.644,-87.74000000000001,0.55,9.19,5.4,6.19,3.44,7.59
202308,41.644,-87.74000000000001,0.53,9.03,5.18,5.33,3.12,6.85
202309,41.644,-87.74000000000001,0.49,8.58,4.22,4.03,2.51,5.57
202310,41.644,-87.74000000000001,0.45,7.74,3.61,2.76,1.86,4.2
202311,41.644,-87.74000000000001,0.54,6.59,4.28,2.38,1.31,3.03
202312,41.644,-87.74000000000001,0.37,6.87,2.23,1.33,1.0,2.35
202313,41.644,-87.74000000000001,0.5,7.64,4.11,3.89,2.35,5.33
201001,41.644,-87.64000000000001,0.42,6.12,2.46,1.68,1.18,2.82
201002,41.644,-87.64000000000001,0.42,6.36,2.69,2.32,1.66,3.93
201003,41.644,-87.64000000000001,0.48,6.82,3.84,3.63,2.27,5.3
201004,41.644,-87.64000000000001,0.53,7.71,4.5,5.1,2.89,6.66
201005,41.644,-87.64000000000001,0.48,8.37,4.28,5.26,3.35,7.55
201006,41.644,-87.64000000000001,0.51,9.25,4.84,5.91,3.57,7.86
201007,41.644,-87.64000000000001,0.56,9.42,5.47,6.31,3.51,7.67
201008,41.644,-87.64000000000001,0.57,9.36,5.67,5.72,3.11,6.81
201009,41.644,-87.64000000000001,0.53,8.46,4.93,4.35,2.56,5.67
201010,41.644,-87.64000000000001,0.58,7.39,5.25,3.56,1.88,4.29
201011,41.644,-87.64000000000001,0.48,6.79,3.47,2.1,1.27,2.96
201012,41.644,-87.64000000000001,0.42,6.16,2.64,1.49,1.04,2.47
201013,41.644,-87.64000000000001,0.51,7.68,4.17,3.95,2.36,5.33
201101,41.644,-87.64000000000001,0.39,6.05,2.25,1.57,1.19,2.83
201102,41.644,-87.64000000000001,0.41,6.35,2.75,2.23,1.65,3.91
201103,41.644,-87.64000000000001,0.49,6.68,3.63,3.72,2.26,5.32
201104,41.644,-87.64000000000001,0.39,7.7,2.53,3.75,2.87,6.6
201105,41.644,-87.64000000000001,0.43,8.51,3.19,4.7,3.3,7.46
201106,41.644,-87.64000000000001,0.5,9.08,4.17,5.83,3.48,7.74
201107,41.644,-87.64000000000001,0.54,9.56,5.25,6.08,3.47,7.58
201108,41.644,-87.64000000000001,0.57,9.06,5.53,5.75,3.14,6.92
201109,41.644,-87.64000000000001,0.47,8.45,3.8,3.85,2.5,5.61
201110,41.644,-87.64000000000001,0.55,7.34,4.96,3.39,1.87,4.26
201111,41.644,-87.64000000000001,0.4,7.03,2.62,1.74,1.26,2.91
201112,41.644,-87.64000000000001,0.41,6.58,2.57,1.47,0.99,2.34
201113,41.644,-87.64000000000001,0.48,7.7,3.6,3.67,2.33,5.29
201201,41.644,-87.64000000000001,0.44,6.26,3.11,1.78,1.17,2.76
201202,41.644,-87.64000000000001,0.47,6.37,3.65,2.6,1.65,3.91
201203,41.644,-87.64000000000001,0.52,7.61,4.45,3.96,2.31,5.28
201204,41.644,-87.64000000000001,0.53,7.37,5.09,5.04,2.98,6.84
201205,41.644,-87.64000000000001,0.57,8.27,6.13,6.26,3.44,7.76
201206,41.644,-87.64000000000001,0.63,8.68,7.38,7.23,3.68,8.23
201207,41.644,-87.64000000000001,0.57,9.77,5.53,6.37,3.48,7.61
201208,41.644,-87.64000000000001,0.56,8.95,5.77,5.62,3.08,6.84
201209,41.644,-87.64000000000001,0.57,8.12,5.45,4.66,2.5,5.62
201210,41.644,-87.64000000000001,0.47,7.55,3.52,2.86,1.83,4.18
201211,41.644,-87.64000000000001,0.51,6.71,3.43,2.21,1.26,2.95
201212,41.644,-87.64000000000001,0.34,6.88,1.82,1.22,0.98,2.32
201213,41.644,-87.64000000000001,0.54,7.71,4.61,4.15,2.36,5.36
201301,41.644,-87.64000000000001,0.45,6.06,3.02,1.82,1.18,2.8
201302,41.644,-87.64000000000001,0.38,6.45,2.63,2.1,1.67,3.95
201303,41.644,-87.64000000000001,0.44,6.5,3.48,3.37,2.32,5.46
201304,41.644,-87.64000000000001,0.48,7.36,4.41,4.56,2.94,6.78
201305,41.644,-87.64000000000001,0.48,8.44,3.84,5.26,3.35,7.55
201306,41.644,-87.64000000000001,0.5,8.97,4.29,5.81,3.56,7.89
201307,41.644,-87.64000000000001,0.52,9.14,5.09,5.85,3.51,7.72
201308,41.644,-87.64000000000001,0.54,9.09,4.78,5.44,3.05,6.75
201309,41.644,-87.64000000000001,0.58,8.48,5.54,4.73,2.54,5.65
201310,41.644,-87.64000000000001,0.48,7.63,3.85,2.95,1.85,4.2
201311,41.644,-87.64000000000001,0.45,6.62,3.42,1.97,1.27,2.96
201312,41.644,-87.64000000000001,0.39,6.23,2.26,1.4,1.01,2.4
201313,41.644,-87.64000000000001,0.49,7.58,3.89,3.77,2.35,5.34
201401,41.644,-87.64000000000001,0.36,5.71,2.07,1.44,1.19,2.86
201402,41.644,-87.64000000000001,0.54,5.6,4.39,2.99,1.72,4.1
201403,41.644,-87.64000000000001,0.5,6.38,3.97,3.76,2.34,5.49
201404,41.644,-87.64000000000001,0.5,7.36,4.44,4.79,2.96,6.82
201405,41.644,-87.64000000000001,0.52,8.28,4.26,5.69,3.41,7.69
201406,41.644,-87.64000000000001,0.51,9.07,4.38,5.86,3.58,7.92
201407,41.644,-87.64000000000001,0.56,8.78,5.45,6.29,3.46,7.72
201408,41.644,-87.64000000000001,0.48,9.34,3.27,4.8,2.97,6.54
201409,41.644,-87.64000000000001,0.54,8.25,5.16,4.43,2.56,5.71
201410,41.644,-87.64000000000001,0.46,7.7,3.4,2.81,1.87,4.24
201411,41.644,-87.64000000000001,0.39,6.73,2.14,1.71,1.3,3.03
201412,41.644,-87.64000000000001,0.34,6.69,1.63,1.23,0.99,2.35
201413,41.644,-87.64000000000001,0.49,7.49,3.71,3.82,2.36,5.37
201501,41.644,-87.64000000000001,0.44,6.01,2.68,1.78,1.18,2.79
201502,41.644,-87.64000000000001,0.53,5.81,3.6,2.91,1.75,4.16
201503,41.644,-87.64000000000001,0.54,6.52,4.5,4.04,2.34,5.48
201504,41.644,-87.64000000000001,0.51,7.39,4.85,4.92,2.99,6.87
201505,41.644,-87.64000000000001,0.46,8.58,3.35,5.02,3.37,7.57
201506,41.644,-87.64000000000001,0.46,9.11,3.27,5.34,3.52,7.81
201507,41.644,-87.64000000000001,0.52,9.16,4.17,5.81,3.38,7.49
201508,41.644,-87.64000000000001,0.53,8.97,4.89,5.34,3.06,6.8
201509,41.644,-87.64000000000001,0.54,8.62,4.9,4.42,2.5,5.55
201510,41.644,-87.64000000000001,0.49,7.66,4.03,2.99,1.88,4.23
201511,41.644,-87.64000000000001,0.5,6.94,3.74,2.18,1.3,2.99
201512,41.644,-87.64000000000001,0.35,7.02,1.79,1.25,1.0,2.34
201513,41.644,-87.64000000000001,0.5,7.65,3.81,3.83,2.36,5.34
201601,41.644,-87.64000000000001,0.44,6.01,2.8,1.75,1.17,2.79
201602,41.644,-87.64000000000001,0.47,6.41,3.32,2.58,1.69,3.97
201603,41.644,-87.64000000000001,0.46,7.24,3.47,3.49,2.3,5.33
201604,41.644,-87.64000000000001,0.46,7.47,4.11,4.41,2.96,6.82
201605,41.644,-87.64000000000001,0.51,8.16,4.86,5.66,3.44,7.78
201606,41.644,-87.64000000000001,0.57,8.92,6.12,6.54,3.69,8.16
201607,41.644,-87.64000000000001,0.53,9.43,4.41,5.93,3.5,7.65
201608,41.644,-87.64000000000001,0.52,9.44,4.43,5.18,3.11,6.76
201609,41.644,-87.64000000000001,0.53,8.75,4.73,4.34,2.54,5.6
201610,41.644,-87.64000000000001,0.45,8.0,3.3,2.75,1.82,4.07
201611,41.644,-87.64000000000001,0.49,7.05,3.74,2.12,1.29,2.95
201612,41.644,-87.64000000000001,0.38,6.25,2.21,1.36,1.03,2.45
201613,41.644,-87.64000000000001,0.5,7.76,3.96,3.84,2.38,5.36
201701,41.644,-87.64000000000001,0.32,6.56,1.68,1.3,1.16,2.73
201702,41.644,-87.64000000000001,0.51,6.59,3.82,2.8,1.66,3.89
201703,41.644,-87.64000000000001,0.44,6.89,3.65,3.32,2.32,5.39
201704,41.644,-87.64000000000001,0.47,7.77,3.64,4.51,2.95,6.73
201705,41.644,-87.64000000000001,0.51,8.11,4.88,5.6,3.47,7.82
201706,41.644,-87.64000000000001,0.59,8.75,6.63,6.77,3.71,8.24
201707,41.644,-87.64000000000001,0.55,9.26,5.47,6.2,3.55,7.8
201708,41.644,-87.64000000000001,0.54,8.89,4.62,5.43,3.08,6.85
201709,41.644,-87.64000000000001,0.59,8.5,5.43,4.8,2.48,5.58
201710,41.644,-87.64000000000001,0.44,8.05,3.42,2.7,1.86,4.16
201711,41.644,-87.64000000000001,0.42,6.77,3.11,1.85,1.27,2.95
201712,41.644,-87.64000000000001,0.46,6.12,3.07,1.63,1.02,2.45
201713,41.644,-87.64000000000001,0.51,7.69,4.12,3.91,2.38,5.38
201801,41.644,-87.64000000000001,0.46,5.99,2.92,1.83,1.18,2.81
201802,41.644,-87.64000000000001,0.38,6.41,2.18,2.13,1.65,3.87
201803,41.644,-87.64000000000001,0.53,6.26,4.87,4.04,2.34,5.51
201804,41.644,-87.64000000000001,0.51,6.84,4.89,4.92,2.98,6.95
201805,41.644,-87.64000000000001,0.51,8.71,4.76,5.65,3.41,7.57
201806,41.644,-87.64000000000001,0.5,9.21,4.68,5.74,3.6,7.91
201807,41.644,-87.64000000000001,0.57,9.06,5.91,6.37,3.53,7.77
201808,41.644,-87.64000000000001,0.52,9.26,4.0,5.17,2.95,6.51
201809,41.644,-87.64000000000001,0.53,8.69,5.06,4.37,2.57,5.64
201810,41.644,-87.64000000000001,0.47,7.59,3.92,2.87,1.86,4.19
201811,41.644,-87.64000000000001,0.36,6.75,1.9,1.57,1.27,2.97
201812,41.644,-87.64000000000001,0.44,6.36,2.91,1.57,1.02,2.4
201813,41.644,-87.64000000000001,0.5,7.59,4.0,3.85,2.36,5.34
201901,41.644,-87.64000000000001,0.34,6.05,1.98,1.38,1.19,2.82
201902,41.644,-87.64000000000001,0.39,6.4,2.32,2.12,1.66,3.89
201903,41.644,-87.64000000000001,0.48,6.44,4.19,3.62,2.33,5.46
201904,41.644,-87.64000000000001,0.47,7.43,4.23,4.53,2.97,6.79
201905,41.644,-87.64000000000001,0.44,8.32,3.64,4.85,3.38,7.58
201906,41.644,-87.64000000000001,0.49,8.76,4.23,5.71,3.56,7.94
201907,41.644,-87.64000000000001,0.59,9.31,6.2,6.58,3.55,7.71
201908,41.644,-87.64000000000001,0.56,8.96,5.41,5.57,3.14,6.89
201909,41.644,-87.64000000000001,0.47,8.99,3.68,3.84,2.5,5.48
201910,41.644,-87.64000000000001,0.45,7.51,3.63,2.77,1.87,4.23
201911,41.644,-87.64000000000001,0.42,6.6,2.45,1.82,1.27,2.97
201912,41.644,-87.64000000000001,0.44,6.43,2.53,1.56,1.0,2.38
201913,41.644,-87.64000000000001,0.48,7.6,3.71,3.7,2.37,5.35
202001,41.644,-87.64000000000001,0.34,6.47,1.78,1.35,1.15,2.72
202002,41.644,-87.64000000000001,0.44,6.19,3.08,2.42,1.67,3.96
202003,41.644,-87.64000000000001,0.39,7.01,3.1,2.97,2.33,5.38
202004,41.644,-87.64000000000001,0.49,7.3,4.71,4.72,3.02,6.97
202005,41.644,-87.64000000000001,0.5,8.15,4.85,5.54,3.5,7.88
202006,41.644,-87.64000000000001,0.57,8.87,5.79,6.58,3.67,8.12
202007,41.644,-87.64000000000001,0.57,9.34,6.1,6.44,3.58,7.8
202008,41.644,-87.64000000000001,0.6,8.94,6.29,5.98,3.15,6.95
202009,41.644,-87.64000000000001,0.5,8.33,4.11,4.06,2.36,5.32
202010,41.644,-87.64000000000001,0.46,7.44,3.6,2.83,1.8,4.11
202011,41.644,-87.64000000000001,0.52,6.85,3.92,2.25,1.27,2.95
202012,41.644,-87.64000000000001,0.45,6.32,2.88,1.6,1.01,2.4
202013,41.644,-87.64000000000001,0.5,7.6,4.18,3.89,2.37,5.38
202101,41.644,-87.64000000000001,0.35,6.4,1.66,1.41,1.16,2.76
202102,41.644,-87.64000000000001,0.46,5.83,2.81,2.55,1.72,4.07
202103,41.644,-87.64000000000001,0.53,6.72,4.79,4.04,2.33,5.45
202104,41.644,-87.64000000000001,0.51,7.39,4.91,4.92,2.98,6.86
202105,41.644,-87.64000000000001,0.49,8.14,4.4,5.42,3.44,7.78
202106,41.644,-87.64000000000001,0.52,9.17,5.11,6.01,3.61,7.94
202107,41.644,-87.64000000000001,0.48,9.31,3.63,5.42,3.22,7.18
202108,41.644,-87.64000000000001,0.57,9.33,5.14,5.66,3.02,6.63
202109,41.644,-87.64000000000001,0.56,8.48,5.37,4.61,2.47,5.51
202110,41.644,-87.64000000000001,0.41,8.11,2.87,2.47,1.81,4.05
202111,41.644,-87.64000000000001,0.47,6.55,3.22,2.03,1.27,2.95
202112,41.644,-87.64000000000001,0.44,6.53,2.68,1.55,1.0,2.34
202113,41.644,-87.64000000000001,0.5,7.66,3.88,3.84,2.34,5.29
202201,41.644,-87.64000000000001,0.44,5.78,2.68,1.77,1.19,2.87
202202,41.644,-87.64000000000001,0.48,6.15,3.25,2.68,1.71,4.01
202203,41.644,-87.64000000000001,0.46,6.83,3.73,3.51,2.33,5.42
202204,41.644,-87.64000000000001,0.43,7.46,3.54,4.13,2.96,6.83
202205,41.644,-87.64000000000001,0.47,8.44,3.95,5.12,3.4,7.61
202206,41.644,-87.64000000000001,0.58,8.72,6.87,6.7,3.72,8.24
202207,41.644,-87.64000000000001,0.52,9.15,5.32,5.89,3.56,7.79
202208,41.644,-87.64000000000001,0.53,9.06,5.3,5.35,3.15,6.91
202209,41.644,-87.64000000000001,0.54,8.43,4.92,4.38,2.55,5.67
202210,41.644,-87.64000000000001,0.56,7.25,5.17,3.43,1.89,4.3
202211,41.644,-87.64000000000001,0.5,6.7,3.95,2.18,1.29,3.0
202212,41.644,-87.64000000000001,0.35,6.41,1.67,1.24,0.99,2.36
202213,41.644,-87.64000000000001,0.5,7.53,4.2,3.87,2.39,5.42
202301,41.644,-87.64000000000001,0.32,6.76,1.49,1.3,1.15,2.71
202302,41.644,-87.64000000000001,0.5,6.27,4.09,2.77,1.65,3.91
202303,41.644,-87.64000000000001,0.44,6.68,3.31,3.31,2.3,5.39
202304,41.644,-87.64000000000001,0.51,7.27,4.78,4.92,3.01,6.94
202305,41.644,-87.64000000000001,0.56,7.97,5.58,6.1,3.4,7.73
202306,41.644,-87.64000000000001,0.55,8.69,5.18,6.3,3.42,7.75
202307,41.644,-87.64000000000001,0.55,9.19,5.4,6.19,3.44,7.59
202308,41.644,-87.64000000000001,0.53,9.03,5.18,5.33,3.12,6.85
202309,41.644,-87.64000000000001,0.49,8.58,4.22,4.03,2.51,5.57
202310,41.644,-87.64000000000001,0.45,7.74,3.61,2.76,1.86,4.2
202311,41.644,-87.64000000000001,0.54,6.59,4.28,2.38,1.31,3.03
202312,41.644,-87.64000000000001,0.37,6.87,2.23,1.33,1.0,2.35
202313,41.644,-87.64000000000001,0.5,7.64,4.11,3.89,2.35,5.33
201001,41.644,-87.54000000000002,0.42,6.12,2.46,1.68,1.18,2.82
201002,41.644,-87.54000000000002,0.42,6.36,2.69,2.32,1.66,3.93
201003,41.644,-87.54000000000002,0.48,6.82,3.84,3.63,2.27,5.3
201004,41.644,-87.54000000000002,0.53,7.71,4.5,5.1,2.89,6.66
201005,41.644,-87.54000000000002,0.48,8.37,4.28,5.26,3.35,7.55
201006,41.644,-87.54000000000002,0.51,9.25,4.84,5.91,3.57,7.86
201007,41.644,-87.54000000000002,0.56,9.42,5.47,6.31,3.51,7.67
201008,41.644,-87.54000000000002,0.57,9.36,5.67,5.72,3.11,6.81
201009,41.644,-87.54000000000002,0.53,8.46,4.93,4.35,2.56,5.67
201010,41.644,-87.54000000000002,0.58,7.39,5.25,3.56,1.88,4.29
201011,41.644,-87.54000000000002,0.48,6.79,3.47,2.1,1.27,2.96
201012,41.644,-87.54000000000002,0.42,6.16,2.64,1.49,1.04,2.47
201013,41.644,-87.54000000000002,0.51,7.68,4.17,3.95,2.36,5.33
201101,41.644,-87.54000000000002,0.39,6.05,2.25,1.57,1.19,2.83
201102,41.644,-87.54000000000002,0.41,6.35,2.75,2.23,1.65,3.91
201103,41.644,-87.54000000000002,0.49,6.68,3.63,3.72,2.26,5.32
201104,41.644,-87.54000000000002,0.39,7.7,2.53,3.75,2.87,6.6
201105,41.644,-87.54000000000002,0.43,8.51,3.19,4.7,3.3,7.46
201106,41.644,-87.54000000000002,0.5,9.08,4.17,5.83,3.48,7.74
201107,41.644,-87.54000000000002,0.54,9.56,5.25,6.08,3.47,7.58
201108,41.644,-87.54000000000002,0.57,9.06,5.53,5.75,3.14,6.92
201109,41.644,-87.54000000000002,0.47,8.45,3.8,3.85,2.5,5.61
201110,41.644,-87.54000000000002,0.55,7.34,4.96,3.39,1.87,4.26
201111,41.644,-87.54000000000002,0.4,7.03,2.62,1.74,1.26,2.91
201112,41.644,-87.54000000000002,0.41,6.58,2.57,1.47,0.99,2.34
201113,41.644,-87.54000000000002,0.48,7.7,3.6,3.67,2.33,5.29
201201,41.644,-87.54000000000002,0.44,6.26,3.11,1.78,1.17,2.76
201202,41.644,-87.54000000000002,0.47,6.37,3.65,2.6,1.65,3.91
201203,41.644,-87.54000000000002,0.52,7.61,4.45,3.96,2.31,5.28
201204,41.644,-87.54000000000002,0.53,7.37,5.09,5.04,2.98,6.84
201205,41.644,-87.54000000000002,0.57,8.27,6.13,6.26,3.44,7.76
201206,41.644,-87.54000000000002,0.63,8.68,7.38,7.23,3.68,8.23
201207,41.644,-87.54000000000002,0.57,9.77,5.53,6.37,3.48,7.61
201208,41.644,-87.54000000000002,0.56,8.95,5.77,5.62,3.08,6.84
201209,41.644,-87.54000000000002,0.57,8.12,5.45,4.66,2.5,5.62
201210,41.644,-87.54000000000002,0.47,7.55,3.52,2.86,1.83,4.18
201211,41.644,-87.54000000000002,0.51,6.71,3.43,2.21,1.26,2.95
201212,41.644,-87.54000000000002,0.34,6.88,1.82,1.22,0.98,2.32
201213,41.644,-87.54000000000002,0.54,7.71,4.61,4.15,2.36,5.36
201301,41.644,-87.54000000000002,0.45,6.06,3.02,1.82,1.18,2.8
201302,41.644,-87.54000000000002,0.38,6.45,2.63,2.1,1.67,3.95
201303,41.644,-87.54000000000002,0.44,6.5,3.48,3.37,2.32,5.46
201304,41.644,-87.54000000000002,0.48,7.36,4.41,4.56,2.94,6.78
201305,41.644,-87.54000000000002,0.48,8.44,3.84,5.26,3.35,7.55
201306,41.644,-87.54000000000002,0.5,8.97,4.29,5.81,3.56,7.89
201307,41.644,-87.54000000000002,0.52,9.14,5.09,5.85,3.51,7.72
201308,41.644,-87.54000000000002,0.54,9.09,4.78,5.44,3.05,6.75
201309,41.644,-87.54000000000002,0.58,8.48,5.54,4.73,2.54,5.65
201310,41.644,-87.54000000000002,0.48,7.63,3.85,2.95,1.85,4.2
